register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿99400429814,Hospital de Dia Còrsega,,,2016-03-23T14:24:06+01:00,2021-03-03T22:14:10.878477+01:00,,,090604,Ptge Còrsega,20,,64,el Camp de l'Arpa del Clot,10,Sant Martí,08026,BARCELONA,True,,228444,20001,Telèfons,Tel.,934592492,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,431353.41768427094,4584670.408816694,41.41065182999176,2.17865001498802
﻿75990027608,Hospital Universitari Quirón Dexeus,,,1996-09-17T00:00:00+02:00,2021-03-03T22:15:53.236297+01:00,,,285002,C Sabino Arana,5,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,136127,20003,Telèfons,Centraleta,932274747,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,426932.16922927607,4581894.955963134,41.3852647692118,2.1260908510006153
﻿92086002201,Centre d'Atenció Primària Sarrià,,,1985-06-10T00:00:00+02:00,2021-03-03T22:15:35.154882+01:00,,,028000,Via Augusta,366,,23,Sarrià,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,160139,20001,Telèfons,Tel.,932042288,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,426569.1113530393,4583753.07475727,41.40196697142779,2.121523780191905
﻿94250133615,Centre d'Atenció Primària Carles I,,,1994-09-07T00:00:00+02:00,2022-05-19T08:22:54.106802+02:00,,,197302,C Marina,168,,05,el Fort Pienc,02,Eixample,08013,BARCELONA,True,,177219,20003,Telèfons,Centraleta,932317705,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,431643.48013687687,4583341.325837066,41.3987059201658,2.1822703458787167
﻿99400417752,Policlínica ICOA - Instituto de Cirugia Ocular Avanzada,,,2016-01-08T12:31:04+01:00,2021-03-03T22:14:53.282633+01:00,,,044403,C Bolívia,160,,71,Provençals del Poblenou,10,Sant Martí,08018,BARCELONA,True,,227800,20001,Telèfons,Tel.,931836800,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,432877.42496127996,4584271.876008619,41.40719107800594,2.196927087468326
﻿99400417760,Cliníca Axisclínic *Sant Andreu,,,2016-01-08T12:45:12+01:00,2021-03-03T22:14:53.285693+01:00,,,354604,C Bascònia,12,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,227805,20001,Telèfons,Tel.,933461976,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,432069.72018387704,4587361.986728346,41.43495483454007,2.186917319803586
﻿93056132443,Centre d'Atenció Primària Montnegre,,,1993-02-25T00:00:00+01:00,2021-03-03T22:15:43.208792+01:00,,,219100,C Montnegre,21,,19,les Corts,04,Les Corts,08029,BARCELONA,True,,173385,20003,Telèfons,Centraleta,933632965,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,427992.3718695025,4582145.613744661,41.38761794394156,2.1387399569666004
﻿94286182144,Centre d'Atenció Primària El Clot,,,1994-10-13T00:00:00+01:00,2021-07-19T22:10:02.814365+02:00,,,086200,C Concili de Trento,25,,65,el Clot,10,Sant Martí,08018,BARCELONA,True,,179184,20003,Telèfons,Centraleta,933037300,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,432558.0419614021,4584782.87696243,41.41176677851338,2.193049312588346
﻿97316142106,Centre d'Atenció Primària Casc Antic,,,1997-11-12T00:00:00+01:00,2021-07-19T22:03:04.911991+02:00,,,277004,C Rec Comtal,24,,04,,01,Ciutat Vella,08003,BARCELONA,True,,199678,20003,Telèfons,Centraleta,933101421,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,431484.7378683012,4582413.263858823,41.390333637003735,2.180476543991248
﻿99400104784,Hospital  Sociosanitari Mutuam Güell,,,2005-02-07T17:41:51+01:00,2021-03-03T22:16:05.374791+01:00,,,366002,C Mare de Déu de la Salut,49,,30,la Salut,06,Gràcia,08024,BARCELONA,True,,212381,20001,Telèfons,Tel.,932133466,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,429522.0394499282,4584776.089409667,41.411445154741465,2.1567276831754065
﻿92086003532,Hospital Clínic i Provincial,,,1984-05-30T00:00:00+02:00,2021-03-03T22:15:33.290255+01:00,,,363809,C Villarroel,170,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,BARCELONA,True,,160451,20003,Telèfons,Centraleta,932275400,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,429119.38187175704,4582349.613992283,41.38955539831457,2.152194463242196
﻿94348144034,Centre d'Atenció Primària Horta,,,1994-12-14T00:00:00+01:00,2021-07-21T09:10:30.468520+02:00,,,179901,C Lisboa,35,,37,el Carmel,07,Horta-Guinardó,08032,BARCELONA,True,,181533,20001,Telèfons,Tel.,934072768,True,Equip d'Atenció Primària Horta D,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,429563.1326467588,4586707.34259421,41.42884278775608,2.1569943945774512
﻿92086033721,Centre d'Atenció Primària El Carmel,,,1990-11-28T00:00:00+01:00,2021-07-19T22:04:28.913286+02:00,,,224405,C Murtra,130,,37,el Carmel,07,Horta-Guinardó,08032,BARCELONA,True,,168138,20003,Telèfons,Centraleta,933571853,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,429390.7915051705,4585822.564180877,41.420858819550936,2.1550353094774626
﻿99400096422,Centre d'Atenció Primària de la Marina,,,2004-09-27T11:01:07+02:00,2021-07-19T22:13:38.598328+02:00,,,369102,C Amnistia Internacional,8,,13,la Marina de Port,03,Sants-Montjuïc,08038,BARCELONA,True,,211259,20003,Telèfons,Centraleta,932988850,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,427759.39574896777,4579282.385645893,41.3618090328203,2.136294923801782
﻿75990603216,Clínica Bonanova de Cirurgia Ocular,,,1999-07-17T00:00:00+02:00,2021-03-03T22:15:03.011954+01:00,,,044709,Pg Bonanova,22,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,156619,20001,Telèfons,Tel.,934340925,True,Àrea quirúrgica (Pg Bonanova),61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,427355.89262972784,4584121.163337459,41.40535365944363,2.130891065672255
﻿75990683269,Clínica Creu Blanca,,,2001-01-06T00:00:00+01:00,2021-03-03T22:15:26.542963+01:00,,,278007,Pg Reina Elisenda Montcada,17,,23,Sarrià,05,Sarrià-Sant Gervasi,08034,BARCELONA,True,,157501,20003,Telèfons,Centraleta,932522522,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,426269.7233563303,4583321.108905321,41.39804905348276,2.1179951229334635
﻿99400187993,Hospital de Dia Sant Jordi,92086005467,Parc Sanitari Pere Virgili,2007-07-25T00:00:00+02:00,2021-03-03T22:16:14.048806+01:00,,,116901,C Esteve Terradas,30,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,218124,20001,Telèfons,Tel.,932594000,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,428185.37031957647,4585303.993981919,41.41608144491084,2.1406734168963957
﻿99400187136,Clinica del Son Estivill,,,2007-07-11T12:46:12+02:00,2021-03-03T22:16:10.366897+01:00,,,288601,C Rosales,9,,24,les Tres Torres,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,217991,20001,Telèfons,Tel.,932121354,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,427155.1056682553,4583714.455260656,41.401672449023216,2.128538075607511
﻿75990174967,Clínica Coroleu,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:32.618873+01:00,,,091403,C Coroleu,44,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,147305,20001,Telèfons,Tel.,931165191,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,432074.74417885765,4587145.148841924,41.433002276705444,2.1870018182458217
﻿75990058292,Clínica Serveis Clinics S.A.U,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:20.878163+01:00,,,140101,García Mariño,4,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,138274,20001,Telèfons,Tel.,934174602,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,427798.76115807274,4584911.360727355,41.41251052614851,2.136094653004304
﻿99400284987,Centre d'Urgències d'Atenció Primària Horta,,,2012-01-18T11:13:24+01:00,2021-07-19T22:18:45.833245+02:00,,,301801,C Sant Gaudenci,21,,43,Horta,07,Horta-Guinardó,08031,BARCELONA,True,,224592,20001,Telèfons,Tel.,934289517,True,,61731070,Centres urgències (CUAPs),Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Centres urgències (CUAPs),651,0065103008000002,429606.0090914466,4587372.858118908,41.43484056890944,2.157429990506305
﻿99400280578,Clínica Dermatològica Dermik,,,2011-10-19T12:27:09+02:00,2021-03-03T22:14:07.770097+01:00,,,113007,C Escoles Pies,7,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,224735,20001,Telèfons,Tel.,935464710,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,427792.36264321534,4582939.732954133,41.39475232863729,2.136253299497502
﻿92086005523,Vall d'Hebron Barcelona Hospital Campus,,,1984-05-30T00:00:00+02:00,2021-05-14T11:36:19.050074+02:00,,,352507,Pg Vall d'Hebron,119,,40,Montbau,07,Horta-Guinardó,08035,BARCELONA,True,,162359,20001,Telèfons,Tel.,934893000,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,428430.55465668254,4586630.37210656,41.42804943371883,2.1434499797388105
﻿92086003274,Hospital de l'Esperança,,,1989-08-10T00:00:00+02:00,2021-11-12T12:49:36.529513+01:00,,,320205,Av Santuari S Josep Muntany,12,,30,la Salut,06,Gràcia,08024,BARCELONA,True,,160385,20003,Telèfons,Centraleta,933674100,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,429360.9620344993,4584680.222310777,41.410567576190786,2.154811776742894
﻿96116124223,Centre d'Atenció Primària Chafarinas,,,1996-04-25T00:00:00+02:00,2021-07-19T22:02:53.870750+02:00,,,096101,C Chafarinas,2,,53,la Trinitat Nova,08,Nou Barris,08033,BARCELONA,True,,191092,20003,Telèfons,Centraleta,933542222,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,431778.9047352953,4588699.387643195,41.4469756577075,2.1832857637063765
﻿92086002847,Centre d'Oftalmologia Barraquer,,,1988-04-15T00:00:00+02:00,2021-03-03T22:14:16.111326+01:00,,,175900,C Laforja,88,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,BARCELONA,True,,160277,20003,Telèfons,Centraleta,932095311,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,428633.13441252185,4583223.663362895,41.397384632567665,2.1462760581798173
﻿75990130956,Hospital Sant Rafael,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:30.519072+01:00,,,352507,Pg Vall d'Hebron,107,,40,Montbau,07,Horta-Guinardó,08035,BARCELONA,True,,143525,20003,Telèfons,Centraleta,932112508,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,428338.7786022073,4586373.517590112,41.42572787631716,2.1423821574736257
﻿92086005755,Centre d'Atenció Primària Guineueta,,,1988-03-21T00:00:00+01:00,2021-05-12T13:27:57.783433+02:00,,,351901,Pg Valldaura,135,,48,la Guineueta,08,Nou Barris,08042,BARCELONA,True,,161726,20003,Telèfons,Centraleta,932749534,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,430330.55095362244,4587886.86726167,41.43953322554174,2.1660421341481015
﻿75990127413,Residència Sociosanitaria Assistida Psicoclínica Mare de Déu de la Mercè,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:27.817969+01:00,,,349105,Pg Universal,34,,43,Horta,07,Horta-Guinardó,08042,BARCELONA,True,,143562,20001,Telèfons,Tel.,934275250,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,429990.3192925188,4587706.214951178,41.43787657189986,2.161990838601969
﻿75990127413,Residència Sociosanitaria Assistida Psicoclínica Mare de Déu de la Mercè,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:27.817969+01:00,,,349105,Pg Universal,34,,43,Horta,07,Horta-Guinardó,08042,BARCELONA,True,,143562,20001,Telèfons,Tel.,934275250,True,,62731071,Residències gent gran,Planol BCN >> Serveis socials >> Serveis socials >> Residències gent gran,651,0065103009000003,429990.3192925188,4587706.214951178,41.43787657189986,2.161990838601969
﻿334115716,Centre d'Atenció Primària Roquetes,,,2000-11-29T00:00:00+01:00,2021-07-19T22:02:05.429560+02:00,,,140804,C Garigliano,23,,50,les Roquetes,08,Nou Barris,08042,BARCELONA,True,,131108,20003,Telèfons,Centraleta,932768068,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,430996.2143447756,4588617.8172789,41.44617408664395,2.1739259726963738
﻿94354121938,Centre d'Atenció Primària Les Corts,,,1994-12-20T00:00:00+01:00,2021-07-19T22:10:11.017399+02:00,,,207202,Mejía Lequerica,1,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,181093,20001,Telèfons,Tel.,932275590,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,426735.41315159405,4581850.519354187,41.384846652460126,2.1237432372725378
﻿98084143347,Centre d'Atenció Primària Rio de Janeiro,,,1998-03-25T00:00:00+01:00,2022-02-23T08:59:33.381002+01:00,,,282650,Av Rio de Janeiro,83,,52,la Prosperitat,08,Nou Barris,08016,BARCELONA,True,,201173,20003,Telèfons,Centraleta,932769900,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,431662.67802094016,4587919.949211039,41.439945663466254,2.181982656352555
﻿99400271175,Hospital de Dia,99400254520,Centre Integral de Salut Cotxeres,2011-05-23T00:00:00+02:00,2021-03-03T22:14:45.149960+01:00,,,045701,Av Quinze,18,,44,Vilapicina i la Torre Llobeta,08,Nou Barris,08016,BARCELONA,True,,223945,20003,Telèfons,Centraleta,932438989,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,431161.9091881149,4586412.633795086,41.42632706053321,2.1761605774773924
﻿179151955,Hospital de dia - Numància,,,2000-06-27T00:00:00+02:00,2021-03-03T22:14:26.843879+01:00,,,231502,C Numància,9,,18,Sants,03,Sants-Montjuïc,08029,BARCELONA,True,,130571,20003,Telèfons,Centraleta,933249600,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,428178.1622107764,4581456.107512931,41.38142443243878,2.141043629243917
﻿92086001793,Centre d'Atenció Primària Ramon Turró,,,1984-05-30T00:00:00+02:00,2021-07-19T22:02:40.202452+02:00,,,110009,C Ramon Turró,337,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,08019,BARCELONA,True,,159986,20003,Telèfons,Centraleta,934465700,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,434071.49038278667,4584165.815277741,41.40633463591839,2.211223456711735
﻿92086001802,Centre d'Atenció Primària Poblenou,,,1988-03-21T00:00:00+01:00,2021-07-19T22:02:40.835973+02:00,,,180401,C Lope de Vega,138,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,160052,20003,Telèfons,Centraleta,934337709,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,433331.45058300486,4584109.477682092,41.405766184433745,2.20237655703193
﻿99400144720,Hospital de Dia,99400144680,Parc de Salut Mar - Centre Fòrum,2005-10-06T12:50:00+02:00,2021-03-03T22:16:07.669207+01:00,,,186703,C Llull,410,,70,el Besòs i el Maresme,10,Sant Martí,08019,BARCELONA,True,,215034,20003,Telèfons,Centraleta,933268500,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,434689.8662366822,4584881.807416163,41.41283388063477,2.2185438389937966
﻿99400103246,Centre d'Atenció Primària Les Planes,,,2005-01-11T15:00:07+01:00,2021-09-14T14:26:22.997521+02:00,,,202297,Pg Solé i Pla,16,,22,,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,212134,20001,Telèfons,Tel.,932805632,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,423851.2311188075,4586578.792609478,41.427163828467584,2.088657146119551
﻿75990043224,Hospital de Nens de Barcelona,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:23.346359+01:00,,,089004,C Consell de Cent,437,,07,la Dreta de l'Eixample,02,Eixample,08009,BARCELONA,True,,137873,20001,Telèfons,Tel.,932310512,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,430941.07199062203,4583201.928054113,41.39739039003385,2.1738843697937855
﻿93029144057,Hospital Fremap - Centre de Prevenció i Rehabilitació,,,1993-01-29T00:00:00+01:00,2021-03-03T22:15:38.749632+01:00,,,187105,Madrazo,8,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08006,BARCELONA,True,,173228,20003,Telèfons,Centraleta,934169100,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,428987.7848715214,4583673.204052784,41.401464872124905,2.1504653774644473
﻿75990098805,Clínica Planas,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:50.346216+01:00,,,249202,C Pere II de Montcada,16,,23,Sarrià,05,Sarrià-Sant Gervasi,08034,BARCELONA,True,,142044,20001,Telèfons,Tel.,932032812,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,426074.6592198007,4583466.288446654,41.399338709132934,2.115644191358369
﻿75990029810,Clínica Corachan,,,1996-09-17T00:00:00+02:00,2021-03-03T22:14:14.038287+01:00,,,051500,C Buïgas,19,,24,les Tres Torres,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,136687,20003,Telèfons,Centraleta,932545800,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,427330.72615779063,4582807.840141923,41.39352284333145,2.130747645161546
﻿75990626730,Clínica Institut Marquès,,,2000-04-01T00:00:00+02:00,2021-03-03T22:15:22.668549+01:00,,,144601,Av Diagonal,662,,19,les Corts,04,Les Corts,08034,BARCELONA,True,,155904,20001,Telèfons,Tel.,932858216,True,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,0065103008000000,427166.0568587024,4582342.956642098,41.38932093617983,2.1288340319480503
﻿92086004861,Centre d'Atenció Primària Sant Andreu,,,1988-03-21T00:00:00+01:00,2021-07-19T22:06:24.017821+02:00,,,209900,Av Meridiana,428,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,160627,20003,Telèfons,Centraleta,932745490,True,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,0065103008000001,431793.57990241103,4587171.246531101,41.433213500197276,2.183633941889013
